Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
apple-watch-strap,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",Joe's Venture,,Apparel & Accessories,,FALSE,Option 1,BuckBrown,Option 2,44mm,,,AW1,,,,deny,manual,999.00,,TRUE,TRUE,,,,,FALSE,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",,,,,new,,,,,,draft
apple-watch-strap,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",Joe's Venture,,Apparel & Accessories,,FALSE,Option 1,CoffeeBrown,Option 2,44mm,,,AW2,,,,deny,manual,999.00,,TRUE,TRUE,,,,,FALSE,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",,,,,new,,,,,,draft
apple-watch-strap,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",Joe's Venture,,Apparel & Accessories,,FALSE,Option 1,GhostBlack,Option 2,44mm,,,AW3,,,,deny,manual,999.00,,TRUE,TRUE,,,,,FALSE,Apple Watch Strap,"Handmade leather watch strap, built to look like the NATO-style watch strap but provides skin contact for Apple watch functionality. Cut from high-grade dark brown thick leather for the best wear and durability.",,,,,new,,,,,,draft
barrel-bag,Barrel Bag,"Introducing our versatile waxed canvas gym bag designed to keep your gym essentials organized and your shoes separated. The rugged and water-resistant waxed canvas exterior not only adds a unique style to the bag but also protects your belongings against the elements. The spacious interior features multiple pockets and compartments, including a separate shoe compartment that accommodates shoes up to size 12. The adjustable shoulder straps and sturdy handle make it easy and comfortable to carry, whether you're heading to the gym or an outdoor adventure. With a classic and timeless design, this bag is perfect for any occasion and activity. Explore our collection of waxed canvas gym bags and upgrade your workout gear today!",Joe's Venture,,Duffel Bags,,FALSE,Option 1,Forest,,,,,GYM1,0,shopify,,deny,manual,121.00,,TRUE,TRUE,,,,,FALSE,Barrel Bag,Introducing our versatile waxed canvas gym bag designed to keep your gym essentials organized and your shoes separated. The rugged and water-resistant waxed canvas exterior not only adds a unique style to the bag but also protects your belongings against the elements. The spacious interior features multiple pockets and,,,,,new,,,,,,draft
barrel-bag,Barrel Bag,"Introducing our versatile waxed canvas gym bag designed to keep your gym essentials organized and your shoes separated. The rugged and water-resistant waxed canvas exterior not only adds a unique style to the bag but also protects your belongings against the elements. The spacious interior features multiple pockets and compartments, including a separate shoe compartment that accommodates shoes up to size 12. The adjustable shoulder straps and sturdy handle make it easy and comfortable to carry, whether you're heading to the gym or an outdoor adventure. With a classic and timeless design, this bag is perfect for any occasion and activity. Explore our collection of waxed canvas gym bags and upgrade your workout gear today!",Joe's Venture,,Duffel Bags,,FALSE,Option 1,Black,,,,,GYM2,0,shopify,,deny,manual,121.00,,TRUE,TRUE,,,,,FALSE,Barrel Bag,Introducing our versatile waxed canvas gym bag designed to keep your gym essentials organized and your shoes separated. The rugged and water-resistant waxed canvas exterior not only adds a unique style to the bag but also protects your belongings against the elements. The spacious interior features multiple pockets and,,,,,new,,,,,,draft
black-lamb-aappa-apero,Black Lamb Nappa Apéro Size 42,"Say cheers in style with this handmade Black Lamb Nappa Apéro jacket. Made from soft Lamb Nappa and featuring YKK hardware and accessories, this jacket is perfect for any occasion. Don't be sheepish, stand out from the flock!",Joe's Venture,,,,FALSE,Option 1,42,,,,,JKT BLLNAP APERO,0,shopify,,deny,manual,17500.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-lamb-aappa-apero-01-295c3c5784.jpg,1,Black Lamb Nappa Apéro Size 42,FALSE,Black Lamb Nappa Apéro Size 42,"Say cheers in style with this handmade Black Lamb Nappa Apéro jacket. Made from soft Lamb Nappa and featuring YKK hardware and accessories, this jacket is perfect for any occasion. Don't be sheepish, stand out from the flock!",,,,,new,,,,,,draft
black-lamb-leather-coat,Black Lamb Leather Coat,"Indulge in the luxurious and timeless elegance of our Black Lamb Leather Coat for women. Made with the finest quality black lamb leather, this coat exudes sophistication and style. Its classic design and premium material make it a must-have wardrobe staple for any fashion-forward woman. Elevate your wardrobe with this exquisite piece.",Joe's Venture,,Parkas,,FALSE,Title,Default Title,,,,,,,,,deny,manual,46000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-lamb-leather-coat-01-0f1e6397b4.png,1,Black Lamb Leather Coat,FALSE,Black Lamb Leather Coat,"Indulge in the luxurious and timeless elegance of our Black Lamb Leather Coat for women. Made with the finest quality black lamb leather, this coat exudes sophistication and style. Its classic design and premium material make it a must-have wardrobe staple for any fashion-forward woman. Elevate your wardrobe with this ",,,,,new,,,,,,draft
black-lamb-nappa-denim-cut,Black Lamb Nappa Denim Cut Size 54,"Take on any challenge with our hand made Black Lamb Nappa Denim Cut jacket. Crafted from luxurious lamb nappa and featuring durable YKK hardware and accessories, this jacket will inspire you to push your limits. Perfect for the risk-takers and adventurers at heart!",Joe's Venture,,,,FALSE,Option 1,54,,,,,JKT BLKLNAP DCUT,0,shopify,,deny,manual,18000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-lamb-nappa-denim-cut-01-0909a049d8.jpg,1,Black Lamb Nappa Denim Cut Size 54,FALSE,Black Lamb Nappa Denim Cut Size 54,"Take on any challenge with our hand made Black Lamb Nappa Denim Cut jacket. Crafted from luxurious lamb nappa and featuring durable YKK hardware and accessories, this jacket will inspire you to push your limits. Perfect for the risk-takers and adventurers at heart!",,,,,new,,,,,,draft
black-lamb-nappa-lapel,Black Lamb Nappa Lapel Size 46,"Unleash your daring side with our handmade Black Lamb Nappa Lapel. Crafted with premium materials, including YKK hardware and accessories, this bold accessory will elevate any outfit. Take on the day with confidence and style.",Joe's Venture,,,,FALSE,Option 1,46,,,,,JKT BLKLNAP LAPL,0,shopify,,deny,manual,16600.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-lamb-nappa-lapel-01-1e7a14e45a.jpg,1,Black Lamb Nappa Lapel Size 46,FALSE,Black Lamb Nappa Lapel Size 46,"Unleash your daring side with our handmade Black Lamb Nappa Lapel. Crafted with premium materials, including YKK hardware and accessories, this bold accessory will elevate any outfit. Take on the day with confidence and style.",,,,,new,,,,,,draft
black-lamb-nappa-perfecto,Black Lamb Nappa Perfecto Size 40,"Take on the world fearlessly with our Black Lamb Nappa Perfecto jacket. Handcrafted with premium lamb nappa leather and YKK hardware, this jacket oozes boldness and style. Make a statement with every step and conquer the unknown. Limited quantities available.",Joe's Venture,,,,FALSE,Option 1,40,,,,,JKT BLKLNAP PERF,0,shopify,,deny,manual,16300.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-lamb-nappa-perfecto-01-ba98b63333.jpg,1,Black Lamb Nappa Perfecto Size 40,FALSE,Black Lamb Nappa Perfecto Size 40,"Take on the world fearlessly with our Black Lamb Nappa Perfecto jacket. Handcrafted with premium lamb nappa leather and YKK hardware, this jacket oozes boldness and style. Make a statement with every step and conquer the unknown. Limited quantities available.",,,,,new,,,,,,draft
black-leather-perfecto-with-belt,Black Varnish Leather Perfecto With Belt,"Bold and iconic, this Black Oil Tanned Leather Jacket is a statement piece that exudes confidence and rebellious charm. Crafted from high-quality leather with a sleek, polished finish, this jacket is designed to turn heads while offering exceptional durability and comfort. Features include: Asymmetrical zip closure: A signature moto design element for a striking and edgy look. Brass-tone hardware: Premium zippers, snaps, and buckles that add a touch of rugged sophistication. Notched lapel with snap details: A classic feature that enhances the jacket’s bold character. Multiple pockets: Functional zippered and flap pockets for secure storage and added style. Adjustable waist belt: For a custom fit and an extra dose of attitude. Perfect for urban adventures or evening outings, this jacket is for those who embrace individuality and timeless style. Whether paired with casual denim or dressed up for a night out, it guarantees a bold impression every time.",Joe's Venture,,Motorcycle Outerwear,,FALSE,Title,Default Title,,,,,,,,,deny,manual,36000.00,,TRUE,TRUE,,,,,FALSE,Black Varnish Leather Perfecto With Belt,"Bold and iconic, this Black Oil Tanned Leather Jacket is a statement piece that exudes confidence and rebellious charm. Crafted from high-quality leather with a sleek, polished finish, this jacket is designed to turn heads while offering exceptional durability and comfort. Features include: Asymmetrical zip closure: A ",,,,,new,,,,,,draft
black-nubuck-biker-vest,Black Nubuck Biker Vest,"For a sleek blend of classic biker attitude and contemporary style, the Black Leather Vest is a standout piece for any wardrobe. Features include: Premium leather construction for a robust yet refined finish. Five-button front closure with silver-tone hardware for a striking accent. Angular shoulder design for a modern twist on a timeless silhouette. Front slash pockets offering both practicality and style. Soft interior lining to keep you comfortable all day. Layer it over a simple tee or a plaid shirt to elevate your look, whether you’re cruising through the city or heading out for a casual weekend gathering.",Joe's Venture,,Vests,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,,,,FALSE,Black Nubuck Biker Vest,"For a sleek blend of classic biker attitude and contemporary style, the Black Leather Vest is a standout piece for any wardrobe. Features include: Premium leather construction for a robust yet refined finish. Five-button front closure with silver-tone hardware for a striking accent. Angular shoulder design for a modern",,,,,new,,,,,,draft
black-suede-bustier-top,Black Suede Bustier Top,"For a bold, modern silhouette with a touch of edgy flair, the Black Suede Bustier Top is a striking addition to your wardrobe. Features include: Crafted from premium suede for a soft, luxe feel and durable wear. Plunging V-neckline with sculpted cups for a flattering, contoured shape. Fixed shoulder straps offering a secure, streamlined look. Light boning for structure and definition without compromising comfort. Smooth interior lining to keep you feeling comfortable all day or night. Ideal for pairing with high-waisted jeans or layering under a structured blazer, this bustier top delivers a statement-making style that effortlessly transitions from casual outings to after-dark events.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,,,,FALSE,Black Suede Bustier Top,"For a bold, modern silhouette with a touch of edgy flair, the Black Suede Bustier Top is a striking addition to your wardrobe. Features include: Crafted from premium suede for a soft, luxe feel and durable wear. Plunging V-neckline with sculpted cups for a flattering, contoured shape. Fixed shoulder straps offering a s",,,,,new,,,,,,draft
black-vernis-perfecto,Black Vernis Cow Skin Perfecto Size 42,"Ready to rock a bold and daring look? Our Black Vernis Perfecto jacket is handmade with a striking varnished finish and a beautiful floral lining. With top-quality YKK hardware and accessories, this jacket is perfect for taking risks and making a statement. Elevate your style today!",Joe's Venture,,Coats & Jackets,,FALSE,Title,Default Title,,,,,JKT BLKVERNIS PERF,0,shopify,,deny,manual,36000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/black-vernis-perfecto-01-4abb7ff63a.png,1,Black Vernis Cow Skin Perfecto Size 42,FALSE,Black Vernis Cow Skin Perfecto Size 42,"Ready to rock a bold and daring look? Our Black Vernis Perfecto jacket is handmade with a striking varnished finish and a beautiful floral lining. With top-quality YKK hardware and accessories, this jacket is perfect for taking risks and making a statement. Elevate your style today!",,,,,new,,,,,,draft
brown-cow-nubuck-perfecto,Brown Cow Nubuck Perfecto,"For a timeless biker silhouette with a touch of refined flair, the Brown Suede Biker Jacket delivers a bold yet polished look. Features include: Premium suede construction for a soft, durable feel. Asymmetrical front zipper with gold-tone hardware for a statement-making accent. Shoulder epaulets adding a classic, rebellious edge. Zippered chest and side pockets for both style and functionality. Structured fit with subtle seam detailing to flatter your frame. Fully lined interior ensuring warmth and comfort for all-day wear. Layer it over a simple tee or a crisp button-down to elevate your everyday style with a dash of biker-inspired cool.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/brown-cow-nubuck-perfecto-01-4c897df5f7.png,1,Brown Cow Nubuck Perfecto,FALSE,Brown Cow Nubuck Perfecto,"For a timeless biker silhouette with a touch of refined flair, the Brown Suede Biker Jacket delivers a bold yet polished look. Features include: Premium suede construction for a soft, durable feel. Asymmetrical front zipper with gold-tone hardware for a statement-making accent. Shoulder epaulets adding a classic, rebel",,,,,new,,,,,,draft
brown-suede-equestrian-vest,Brown Suede Equestrian vest,"Indulge in pure luxury with our Brown Suede Equestrian vest. Handcrafted from the finest suede, this vest exudes elegance and sophistication. Perfect for a day at the races or a night out in the city, this vest is a must-have for any fashion-forward individual. Elevate your style with this timeless and exclusive piece.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,,0,shopify,,deny,manual,13000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/brown-suede-equestrian-vest-01-d0fbeb1552.jpg,1,Brown Suede Equestrian vest,FALSE,Brown Suede Equestrian vest,"Indulge in pure luxury with our Brown Suede Equestrian vest. Handcrafted from the finest suede, this vest exudes elegance and sophistication. Perfect for a day at the races or a night out in the city, this vest is a must-have for any fashion-forward individual. Elevate your style with this timeless and exclusive piece.",,,,,new,,,,,,draft
brown-suede-tuscany-size-52,Brown Suede Tuscany Size 52,"Embrace luxury with our Brown Suede Tuscany jacket. Handmade from premium cowhide and soft suede, this jacket boasts unparalleled quality. Finished with YKK hardware and accessories, it exudes sophistication and exclusivity. Elevate your style with this timeless piece.",Joe's Venture,,,,FALSE,Title,Default Title,,,,,JKT SUEDE TUSC BROWN,0,shopify,,deny,manual,28000.00,,TRUE,TRUE,,,,,FALSE,Brown Suede Tuscany Size 52,"Embrace luxury with our Brown Suede Tuscany jacket. Handmade from premium cowhide and soft suede, this jacket boasts unparalleled quality. Finished with YKK hardware and accessories, it exudes sophistication and exclusivity. Elevate your style with this timeless piece.",,,,,new,,,,,,draft
buck-brown-lamb-nappa-aviator,Buck Brown Lamb Nappa Aviator Size 50,"Indulge in luxury with our Buck Brown Lamb Nappa Aviator. Handmade with premium lamp nappa, this jacket exudes exclusivity and sophistication. Complete with YKK hardware and accessories, it's the perfect addition to your high-end wardrobe. Elevate your style with this timeless piece.",Joe's Venture,,Puffer Jackets,,FALSE,Title,Default Title,,,,,JKT LNAP AVI BB,,,,deny,manual,27000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/buck-brown-lamb-nappa-aviator-01-b28ced8ea6.png,1,Buck Brown Lamb Nappa Aviator Size 50,FALSE,Buck Brown Lamb Nappa Aviator Size 50,"Indulge in luxury with our Buck Brown Lamb Nappa Aviator. Handmade with premium lamp nappa, this jacket exudes exclusivity and sophistication. Complete with YKK hardware and accessories, it's the perfect addition to your high-end wardrobe. Elevate your style with this timeless piece.",,,,,new,,,,,,draft
buck-brown-lamb-nappa-cafe-racer-size-54,Buck Brown Lamb Nappa Cafe Racer Size 54,"Unleash your daring side with the Buck Brown Lamb Nappa Cafe Racer jacket. Handmade for quality, this jacket features durable YKK hardware and accessories. Made from luxurious Lamb Nappa, this jacket promises style and adventure in one!",Joe's Venture,,Motorcycle Outerwear,,FALSE,Title,Default Title,,,,,JKT LNAP CAFE BB,0,shopify,,deny,manual,21000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/buck-brown-lamb-nappa-cafe-racer-size-54-01-dc3c4fe622.jpg,1,Buck Brown Lamb Nappa Cafe Racer Size 54,FALSE,Buck Brown Lamb Nappa Cafe Racer Size 54,"Unleash your daring side with the Buck Brown Lamb Nappa Cafe Racer jacket. Handmade for quality, this jacket features durable YKK hardware and accessories. Made from luxurious Lamb Nappa, this jacket promises style and adventure in one!",,,,,new,,,,,,draft
buck-brown-lamb-nappa-pilot-size-48,Buck Brown Lamb Nappa Pilot Size 48,"Take on any challenge with the Buck Brown Lamb Nappa Pilot. Handmade with luxurious Lamb Nappa leather and equipped with durable YKK hardware and accessories, this jacket is ready for action. Perfect for the risk-taker in you.",Joe's Venture,,Coats & Jackets,,FALSE,Title,Default Title,,,,,JKT LNAP PILOT BB,,,,deny,manual,18000.00,,TRUE,TRUE,,,,,FALSE,Buck Brown Lamb Nappa Pilot Size 48,"Take on any challenge with the Buck Brown Lamb Nappa Pilot. Handmade with luxurious Lamb Nappa leather and equipped with durable YKK hardware and accessories, this jacket is ready for action. Perfect for the risk-taker in you.",,,,,new,,,,,,draft
buck-brown-lamb-nappa-ranger-size-48,Buck Brown Lamb Nappa Ranger Size 48,"Conquer any adventure with our handmade Buck Brown Lamb Nappa Ranger jacket. Featuring durable YKK hardware and accessories, this bold and daring jacket is ready to take on the toughest challenges. Perfect for those who like to take risks and push the boundaries!",Joe's Venture,,Coats & Jackets,,FALSE,Title,Default Title,,,,,JKT LNAP RANGER BB,0,shopify,,deny,manual,22000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/buck-brown-lamb-nappa-ranger-size-48-01-d25c66dd38.jpg,1,Buck Brown Lamb Nappa Ranger Size 48,FALSE,Buck Brown Lamb Nappa Ranger Size 48,"Conquer any adventure with our handmade Buck Brown Lamb Nappa Ranger jacket. Featuring durable YKK hardware and accessories, this bold and daring jacket is ready to take on the toughest challenges. Perfect for those who like to take risks and push the boundaries!",,,,,new,,,,,,draft
buck-brown-pull-up-buttoned-perfecto-size-52,Buck Brown Pull up Buttoned Perfecto Size 52,"Unleash your inner rebel with our handmade Buck Brown Pull up Buttoned Perfecto jacket. Designed for those who love to take risks, this jacket boasts premium YKK hardware and accessories that guarantee durability and style. Be bold and stand out in this must-have addition to your wardrobe!",Joe's Venture,,,,FALSE,Title,Default Title,,,,,JKT PULL BPERF BB,0,shopify,,deny,manual,23000.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/buck-brown-pull-up-buttoned-perfecto-size-52-01-09f188c060.jpg,1,Buck Brown Pull up Buttoned Perfecto Size 52,FALSE,Buck Brown Pull up Buttoned Perfecto Size 52,"Unleash your inner rebel with our handmade Buck Brown Pull up Buttoned Perfecto jacket. Designed for those who love to take risks, this jacket boasts premium YKK hardware and accessories that guarantee durability and style. Be bold and stand out in this must-have addition to your wardrobe!",,,,,new,,,,,,draft
buck-brown-waxed-baby-buffalo-vegtan-perfecto-size-56,Buck Brown Waxed Baby Buffalo VegTan Perfecto Size 56,"Unleash your inner adventurer with the Buck Brown Waxed Baby Buffalo VegTan Perfecto jacket. Handmade with vegetable tanned leather, it's built to last and develop a unique patina over time. Complete with YKK hardware and accessories, this jacket is ready to take on any challenge you throw its way.",Joe's Venture,,Coats & Jackets,,FALSE,Title,Default Title,,,,,JKT VEG PERF BB,0,shopify,,deny,manual,27000.00,,TRUE,TRUE,,,,,FALSE,Buck Brown Waxed Baby Buffalo VegTan Perfecto Size 56,"Unleash your inner adventurer with the Buck Brown Waxed Baby Buffalo VegTan Perfecto jacket. Handmade with vegetable tanned leather, it's built to last and develop a unique patina over time. Complete with YKK hardware and accessories, this jacket is ready to take on any challenge you throw its way.",,,,,new,,,,,,draft
buffed-varnish-cow-suit-jacket,Buffed Varnish Cow Suit Jacket,"Elevate your wardrobe with the Buffed Varnish Cow Suit Jacket, a modern interpretation of tailored sophistication. Crafted from premium cow leather with a polished buffed varnish finish, this jacket blends classic suiting elements with contemporary style, making it a standout piece for any formal or semi-formal occasion. Features include: A double-button front closure for a sleek, tailored fit. A notched lapel design, offering a refined, timeless appeal. Flap pockets and a chest welt pocket, combining functionality with elegance. Contrast stitching that enhances the jacket’s unique character and craftsmanship. A structured silhouette designed to provide a sharp and polished look. Perfect for making an impression, this jacket is as versatile as it is luxurious, effortlessly complementing both traditional and avant-garde ensembles.",Joe's Venture,,Suits,,FALSE,Title,Default Title,,,,,,,,,deny,manual,0.00,,TRUE,TRUE,,https://16.192.29.174.nip.io/assets/recovery/joes-venture/images/buffed-varnish-cow-suit-jacket-01-3b49d8948c.png,1,Buffed Varnish Cow Suit Jacket,FALSE,Buffed Varnish Cow Suit Jacket,"Elevate your wardrobe with the Buffed Varnish Cow Suit Jacket, a modern interpretation of tailored sophistication. Crafted from premium cow leather with a polished buffed varnish finish, this jacket blends classic suiting elements with contemporary style, making it a standout piece for any formal or semi-formal occasio",,,,,new,,,,,,draft
